title,release-time,genre,national,total_revenue,movie_rating,num_off_screen,screen_share,fsd_num_off_box,num_off_box
퓨리,2014.11.20,action,America,10367640686.0,8.68,590,13.9,164977,1362114
차형사,2012.5.30,comedy,SouthKorea,9752555296.0,7.46,433,14.4,119590,1346754
은교,2012.4.25,melo/romance,SouthKorea,9917728000.0,7.06,521,17.0,164168,1346274
궁합,2018.2.28,comedy,SouthKorea,10478875438.0,6.44,966,16.6,434329,1340117
오션스8,2018.6.13,action,America,11694325266.0,7.64,837,18.0,265868,1335181
미스터 고,2013.7.17,comedy,SouthKorea,9337990000.0,7.76,840,27.0,190546,1328890
굿 다이노,2016.1.7,animation,America,9753434238.0,8.79,814,13.6,150082,1328394
드라큘라: 전설의 시작,2014.10.8,fantasy,America,10607703908.0,8.03,477,10.5,215872,1321751
사라진 밤,2018.3.7,thriller,SouthKorea,10686397316.0,7.0,925,15.4,130471,1314274
가디언즈 오브 갤럭시,2014.7.31,action,America,11098239184.0,8.57,539,14.0,247038,1311190
간첩,2012.9.20,dramas,SouthKorea,9316548500.0,7.17,576,16.0,155458,1310895
에이리언: 커버넌트,2017.5.9,SF,America,10745826264.0,8.11,841,15.1,362373,1307226
장산범,2017.8.17,mystery,SouthKorea,10332117083.0,6.09,711,11.8,257695,1305145
셜록: 유령신부,2016.1.2,crime,England,9992425049.0,7.15,891,15.1,665162,1278894
간기남,2012.4.11,comedy,SouthKorea,9356404500.0,6.9,356,12.3,154147,1246185
메리다와 마법의 숲,2012.9.27,animation,America,9024766000.0,7.61,479,14.1,33888,1231024
특별수사: 사형수의 편지,2016.6.16,crime,SouthKorea,9792082065.0,8.3,691,14.2,201037,1225142
찌라시: 위험한 소문,2014.2.20,crime,SouthKorea,9111648087.0,7.51,560,12.3,194245,1221420
토탈 리콜,2012.8.15,SF,America,8958236000.0,7.29,448,12.4,350507,1219637
결혼전야,2013.11.21,melo/romance,SouthKorea,8431504719.0,7.0,524,13.9,156995,1212270
엘리시움,2013.8.29,SF,America,9017994500.0,7.25,588,15.0,277674,1207732
악녀,2017.6.8,action,SouthKorea,9730720144.0,6.96,685,14.2,158170,1206917
깡철이,2013.10.2,dramas,SouthKorea,8534777462.0,6.96,707,19.4,372132,1204666
시간이탈자,2016.4.13,thriller,SouthKorea,9729882195.0,7.11,733,15.4,210615,1202058
R2B: 리턴투베이스,2012.8.15,action,SouthKorea,8600489371.0,7.48,539,14.9,332056,1201640
해빙,2017.3.1,thriller,SouthKorea,9879737822.0,6.49,915,14.7,476506,1201576
더 웹툰: 예고살인,2013.6.27,horror,SouthKorea,8534322070.0,7.22,541,17.2,186716,1201033
생일,2019.4.3,dramas,SouthKorea,9786575840.0,7.24,862,16.1,99444,1186283
바람 바람 바람,2018.4.5,comedy,SouthKorea,9702206675.0,6.18,985,17.7,248938,1183959
빅매치,2014.11.27,action,SouthKorea,8952096578.0,6.64,627,15.7,232447,1177438
웜 바디스,2013.3.14,melo/romance,America,8361708124.0,8.53,477,13.1,161072,1169839
동주,2016.2.17,dramas,SouthKorea,8864695589.0,9.38,499,9.9,51397,1168427
돈의 맛,2012.5.17,dramas,SouthKorea,8776870611.0,6.8,643,18.1,242534,1165488
워크래프트: 전쟁의 서막,2016.6.9,action,America,10140269205.0,8.66,736,14.7,236441,1163120
장수상회,2015.4.9,melo/romance,SouthKorea,8707389643.0,8.9,688,15.9,128861,1160935
가문의 영광5 - 가문의 귀환,2012.12.19,comedy,SouthKorea,8330342500.0,6.05,447,12.0,216120,1160021
슬로우 비디오,2014.10.2,dramas,SouthKorea,8840530219.0,7.77,618,15.5,332699,1159787
스타트렉 비욘드,2016.8.17,action,America,10193232820.0,8.21,716,12.4,185007,1157472
미씽: 사라진 여자,2016.11.30,mystery,SouthKorea,8881616256.0,8.39,790,16.0,235815,1153109
잃어버린 세계를 찾아서 2: 신비의 섬,2012.1.19,action,America,9784305000.0,7.1,398,10.7,107230,1149628
고령화 가족,2013.5.9,dramas,SouthKorea,8159482153.0,8.16,583,18.8,178195,1139250
하루,2017.6.15,thriller,SouthKorea,9068009842.0,7.06,781,14.0,186905,1129018
헝거게임: 캣칭 파이어,2013.11.21,fantasy,America,7850816000.0,8.33,630,16.7,170752,1125739
챔피언,2018.5.1,dramas,SouthKorea,9441064230.0,6.29,874,18.5,206250,1125319
성난 변호사,2015.10.8,crime,SouthKorea,8697174039.0,7.81,607,14.3,264076,1124918
"당신, 거기 있어줄래요",2016.12.14,fantasy,SouthKorea,8999085248.0,8.71,767,15.0,203408,1124815
마이펫의 이중생활 2,2019.7.31,animation,America,8512830825.0,8.76,933,13.7,297229,1114941
라이트 아웃,2016.8.24,horror,America,8892177975.0,7.36,659,10.1,136965,1111158
회사원,2012.10.11,action,SouthKorea,8321175000.0,6.51,549,16.1,224399,1110523
간신,2015.5.21,historical_drama,SouthKorea,8946842910.0,6.91,697,17.5,185546,1110246
박물관이 살아있다 : 비밀의 무덤,2015.1.14,adventure,America,8170784606.0,8.06,500,10.0,133143,1101678
롱 리브 더 킹: 목포 영웅,2019.6.19,action,SouthKorea,9218262910.0,7.53,965,19.0,224776,1092738
퍼시픽 림: 업라이징,2018.3.21,action,America,8962712795.0,6.63,1145,21.7,203059,1077235
가디언즈,2012.11.29,animation,America,8212243000.0,9.17,470,12.8,109800,1075584
더 울버린,2013.7.25,action,America,7849518000.0,6.12,707,18.2,334441,1075333
몬스터 호텔 3,2018.8.8,animation,America,7932156800.0,8.59,715,12.0,165261,1072006
오빠생각,2016.1.21,dramas,SouthKorea,8058857287.0,8.51,855,16.1,187437,1069436
"날, 보러와요",2016.4.7,mystery,SouthKorea,8821335063.0,7.24,683,13.1,101399,1061412
그놈이다,2015.10.28,thriller,SouthKorea,8098811152.0,6.91,681,13.8,171964,1046313
동창생,2013.11.6,action,SouthKorea,6983395126.0,7.3,660,17.2,262917,1044522
점박이:한반도의 공룡3D,2012.1.26,animation,SouthKorea,9621468000.0,7.62,457,11.7,69485,1040636
지오스톰,2017.10.19,action,America,8480864614.0,7.44,854,14.0,222537,1028384
로그 원: 스타워즈 스토리,2016.12.28,action,America,9047995594.0,8.48,907,16.7,246465,1019309
본 레거시,2012.9.6,action,America,7412233000.0,7.12,585,16.2,208939,1015711
더 넌,2018.9.19,horror,America,8777844795.0,6.66,824,13.6,178482,1011580
존 윅 3: 파라벨룸,2019.6.26,action,America,8204889876.0,8.0,849,12.9,285415,1004347
스카이스크래퍼,2018.7.11,action,America,8612111718.0,7.57,831,17.3,151106,1002858
맨 인 더 다크,2016.10.5,thriller,America,8445645672.0,7.92,671,11.5,175664,999047
염력,2018.1.31,dramas,SouthKorea,7484644112.0,4.98,1099,18.2,375216,990104
방황하는 칼날,2014.4.10,crime,SouthKorea,7806377800.0,7.74,594,13.8,158806,987420
시체가 돌아왔다,2012.3.29,crime,SouthKorea,7357623000.0,7.42,435,14.9,117374,986547
미쓰 와이프,2015.8.13,comedy,SouthKorea,7357162869.0,8.94,437,9.3,157032,984265
로보캅,2014.2.13,action,America,7299641958.0,8.01,627,14.6,215868,979509
원더풀 라디오,2012.1.5,dramas,SouthKorea,7193596000.0,7.58,474,13.3,135421,977470
돈 크라이 마미,2012.11.22,thriller,SouthKorea,6808882099.0,6.44,444,14.2,226484,975462
에픽 : 숲속의 전설,2013.8.7,animation,America,6702639000.0,8.77,471,10.7,120883,973703
"고산자, 대동여지도",2016.9.7,historical_drama,SouthKorea,7777473258.0,7.19,765,15.3,81253,971194
우리는 형제입니다,2014.10.23,comedy,SouthKorea,7263255399.0,7.18,566,12.8,141920,970373
프로메테우스,2012.6.6,SF,America,8583886099.0,7.75,521,15.9,276632,970275
전국노래자랑,2013.5.1,comedy,SouthKorea,6606589000.0,8.0,581,17.1,151314,963634
스타워즈: 라스트 제다이,2017.12.14,action,America,8666688961.0,6.4,1107,18.1,223674,959577
나랏말싸미,2019.7.24,historical_drama,SouthKorea,7871240823.0,3.37,1211,21.3,285130,958775
잭 더 자이언트 킬러,2013.2.28,fantasy,America,7376481000.0,7.71,507,12.5,335002,956154
허삼관,2015.1.14,dramas,SouthKorea,7405415569.0,7.52,621,13.1,165516,955175
스텝업4 : 레볼루션,2012.8.15,melo/romance,America,7157894000.0,8.78,281,8.0,170297,953871
불한당: 나쁜 놈들의 세상,2017.5.17,crime,SouthKorea,7654331125.0,6.39,860,16.0,213201,951797
월터의 상상은 현실이 된다,2013.12.31,adventure,America,6877576799.0,8.73,378,8.9,225920,941672
크루즈 패밀리,2013.5.16,animation,America,6540060500.0,9.24,525,14.7,201104,941615
미 비포 유,2016.6.1,melo/romance,America,7618156490.0,8.49,481,9.7,61896,939658
뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,animation,SouthKorea,6819979500.0,8.6,459,10.9,45846,929985
애나벨,2014.10.2,horror,America,7081566943.0,6.85,464,10.4,210907,925813
슈퍼배드 2,2013.9.12,animation,America,6359208000.0,8.82,421,10.7,177848,925108
매그니피센트 7,2016.9.14,action,America,7633490421.0,7.91,579,11.2,288407,921317
갓 오브 이집트,2016.3.3,adventure,America,7610472624.0,7.38,618,11.0,130641,918678
주먹왕 랄프,2012.12.19,animation,America,6589435500.0,9.34,361,8.9,140659,918183
더 킹,2017.1.18,crime,SouthKorea,7266896026.0,8.09,1310,22.2,541017,905885
썬더와 마법저택,2013.12.24,animation,Belgium,6113755500.0,8.78,422,9.0,141765,904145
점쟁이들,2012.10.3,comedy,SouthKorea,6345293500.0,5.82,479,15.4,352493,900054
인랑,2018.7.25,SF,SouthKorea,6994748173.0,3.86,1085,19.3,395891,897548
타이탄의 분노,2012.3.29,action,America,7591124500.0,6.85,535,18.2,156935,893027
그것,2017.9.6,horror,America,7331422607.0,6.91,837,14.0,154012,888386
몬스터 호텔,2013.1.17,animation,America,6080221500.0,8.23,489,12.3,109850,884885
극장판 헬로카봇 : 백악기 시대,2018.8.1,animation,SouthKorea,6542619500.0,9.23,758,13.6,293832,874967
디스 민즈 워,2012.2.29,action,America,6661435000.0,8.2,351,9.2,125965,873396
열한시,2013.11.28,thriller,SouthKorea,6097792000.0,6.43,512,12.8,163645,870785
몬스터 대학교,2013.9.12,animation,America,5873833500.0,8.77,381,9.5,32674,870065
개구쟁이 스머프 2,2013.8.1,animation,America,5655415500.0,7.82,478,11.3,238040,869805
미확인 동영상 : 절대클릭금지,2012.5.30,horror,SouthKorea,5939840500.0,6.14,361,10.7,57466,867386
오리엔트 특급 살인,2017.11.29,dramas,America,6645385163.0,8.0,707,12.6,156205,864757
엑스맨: 다크 피닉스,2019.6.5,action,America,7649216640.0,5.94,991,17.3,369198,862744
레전드 오브 타잔,2016.6.29,action,America,7196970717.0,7.66,593,11.0,146338,858402
살인의뢰,2015.3.12,crime,SouthKorea,6986456737.0,6.72,646,13.2,175271,855980
헝거게임: 모킹제이,2014.11.20,adventure,America,6400058044.0,7.54,630,15.8,187309,854377
맨 인 블랙: 인터내셔널,2019.6.12,action,America,7455439570.0,5.1,1151,23.0,196299,851040
좋아해줘,2016.2.17,melo/romance,SouthKorea,6572774337.0,8.26,637,12.8,156675,848148
대립군,2017.5.31,dramas,SouthKorea,6276963402.0,7.29,809,17.0,220155,837500
존 카터: 바숨 전쟁의 서막,2012.3.8,SF,America,7218670500.0,7.58,508,14.2,95895,837426
손님,2015.7.9,fantasy,SouthKorea,6385295880.0,6.48,634,14.1,265342,827918
인시디어스 3,2015.7.9,horror,America,6396650620.0,6.82,409,9.2,88437,825517
뽀로로 극장판 공룡섬 대모험,2017.12.7,animation,SouthKorea,6203897300.0,9.18,803,11.7,44406,824079
남쪽으로 튀어,2013.2.6,comedy,SouthKorea,5907297500.0,7.81,428,13.7,110324,821918
베이비 드라이버,2017.9.14,action,England,6688509214.0,7.99,778,12.6,153360,821419
브리짓 존스의 베이비,2016.9.28,comedy,America,6678585874.0,8.8,509,9.9,125757,820995
레드슈즈,2019.7.25,animation,SouthKorea,6102923190.0,9.22,717,10.5,69150,817547
하트 오브 더 씨,2015.12.3,action,America,6779908023.0,8.18,535,11.8,104329,809755
헝거게임: 더 파이널,2015.11.18,action,America,6070679163.0,7.63,661,15.6,107745,806709
하늘에서 음식이 내린다면 2,2013.11.21,animation,America,5423213000.0,8.09,545,13.8,25288,800062
카트,2014.11.13,dramas,SouthKorea,5809735433.0,8.63,544,14.0,189247,799275
상의원,2014.12.24,historical_drama,SouthKorea,6202433964.0,7.85,466,10.7,306941,790158
잭 리처,2013.1.17,action,America,5758577000.0,7.26,431,10.8,156758,784031
관능의 법칙,2014.2.13,dramas,SouthKorea,5808789500.0,7.65,591,14.3,155569,773996
나는 왕이로소이다,2012.8.8,historical_drama,SouthKorea,5317185404.0,7.42,471,13.3,219497,768971
상류사회,2018.8.29,dramas,SouthKorea,6313416163.0,4.23,867,14.6,217995,768442
뽀로로 극장판 보물섬 대모험,2019.4.25,animation,SouthKorea,5886268900.0,9.29,736,14.6,34531,766758
레슬러,2018.5.9,dramas,SouthKorea,6440492657.0,4.93,957,20.9,171191,765963
토르: 마법망치의 전설,2012.2.9,animation,Iceland,5529185000.0,5.64,383,10.4,20696,765315
레지던트 이블: 파멸의 날,2017.1.25,action,America,6422202365.0,8.38,599,9.2,144193,765259
공각기동대 : 고스트 인 더 쉘,2017.3.29,SF,America,6285970884.0,6.95,807,14.7,177399,764072
리오 2,2014.5.1,animation,America,5631146900.0,8.3,598,14.4,74873,761404
스플릿,2016.11.9,dramas,SouthKorea,6097721539.0,9.0,702,14.4,102623,757430
"안녕, 헤이즐",2014.8.13,dramas,America,5795507000.0,8.62,323,8.0,72573,744387
런던 해즈 폴른,2016.3.10,action,America,5908203979.0,7.37,523,10.4,85110,731551
더 파이브,2013.11.14,thriller,SouthKorea,5343797000.0,6.16,501,13.3,111103,731212
스파이더맨: 뉴 유니버스,2018.12.12,animation,America,6008476176.0,9.21,722,11.3,92159,723450
물괴,2018.9.12,action,SouthKorea,6104164954.0,4.8,1183,23.2,191798,723414
미쓰백,2018.10.11,dramas,SouthKorea,6027243066.0,9.09,638,11.9,66417,720558
신데렐라,2015.3.19,melo/romance,America,5499767900.0,8.36,531,11.4,88390,716386
고질라,2014.5.15,action,America,5972847963.0,6.68,610,17.4,176821,709734
국가대표 2,2016.8.10,dramas,SouthKorea,5424324942.0,8.67,562,10.7,143887,703024
트랜센던스,2014.5.14,SF,America,5478201500.0,7.98,417,11.7,103254,696412
인페르노,2016.10.19,mystery,America,5656281303.0,7.79,754,15.0,123420,689071
명탐정 피카츄,2019.5.9,action,America,5730788546.0,8.09,817,14.2,250280,686809
픽셀,2015.7.16,action,America,5390909947.0,7.6,557,12.5,157117,681945
앵그리버드 더 무비,2016.5.19,animation,America,5218111744.0,8.29,661,12.7,25021,680606
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,animation,SouthKorea,5001247250.0,8.72,762,13.1,76405,678091
트롤,2017.2.16,animation,America,5011161500.0,8.7,622,9.7,62895,675966
패신저스,2017.1.4,adventure,America,5467466918.0,8.0,608,9.4,153374,668576
퍼스트맨,2018.10.18,SF,America,6094765639.0,6.97,1190,19.8,158420,665364
샤잠!,2019.4.3,action,America,5730673797.0,5.81,1148,21.3,145803,656492
열정같은소리하고있네,2015.11.25,dramas,SouthKorea,4761399902.0,7.39,566,12.4,115907,654407
엔더스 게임,2013.12.31,SF,America,4925056000.0,7.17,460,10.9,326283,654212
그날의 분위기,2016.1.14,melo/romance,SouthKorea,5142899612.0,6.48,592,10.3,143454,652453
아빠는 딸,2017.4.12,comedy,SouthKorea,5047634395.0,8.06,520,9.6,72569,646412
사냥,2016.6.29,action,SouthKorea,4912658515.0,6.13,696,13.8,234746,645922
스노우 화이트 앤 더 헌츠맨,2012.5.30,action,America,4646250000.0,7.43,447,15.3,191387,636631
널 기다리며,2016.3.10,thriller,SouthKorea,5232611336.0,7.58,551,10.3,99583,634953
플랜맨,2014.1.9,dramas,SouthKorea,4528561558.0,8.18,458,10.4,635740,632299
컨택트,2017.2.2,SF,America,5174020721.0,8.25,605,10.6,120420,629322
조선마술사,2015.12.30,dramas,SouthKorea,4650016527.0,6.59,608,11.7,224657,628576
설리: 허드슨강의 기적,2016.9.28,dramas,America,5234170754.0,9.15,573,11.3,107454,627102
더 임파서블,2013.1.17,action,Spain,4444581500.0,8.19,408,10.6,120634,622572
특종: 량첸살인기,2015.10.22,thriller,SouthKorea,4754763118.0,6.99,776,17.7,169285,616481
잭 리처: 네버 고 백,2016.11.30,action,America,4647326258.0,7.13,667,13.2,174085,612328
미쓰GO,2012.6.21,action,SouthKorea,4441859000.0,5.14,440,12.0,125301,611685
서부전선,2015.9.24,war,SouthKorea,4751661400.0,6.37,509,11.8,101284,609063
헝거게임: 판엠의 불꽃,2012.4.5,action,America,4470681000.0,7.2,514,16.8,96896,606531
다이노소어 어드벤처 3D,2013.12.19,action,America,4860516500.0,9.0,464,10.7,20829,599963
우는 남자,2014.6.4,action,SouthKorea,4883740800.0,6.0,508,13.0,236484,599050
타잔 3D,2014.1.9,animation,German,4452845000.0,7.57,527,11.2,85499,597142
황제를 위하여,2014.6.11,action,SouthKorea,4751881771.0,6.05,423,10.4,94023,592041
맨 온 렛지,2012.2.22,crime,America,4393531500.0,7.29,408,9.9,75089,591841
패션왕,2014.11.6,comedy,SouthKorea,4338223379.0,5.28,523,13.6,105494,591125
47 미터,2017.7.19,thriller,England,4686022657.0,7.28,733,12.2,138247,590036
더 울프 오브 월스트리트,2014.1.9,crime,America,4490682000.0,8.08,395,9.0,81932,585082
다크 섀도우,2012.5.10,dramas,America,4326459000.0,5.87,394,11.7,135287,582126
인시디어스: 두번째 집,2013.12.5,horror,America,4001207000.0,7.25,405,9.4,105360,577758
백설공주,2012.5.3,fantasy,America,4038223000.0,7.47,386,11.2,81381,576150
극장판 헬로카봇: 옴파로스 섬의 비밀,2019.1.31,animation,SouthKorea,4485905140.0,8.74,752,13.1,80066,575353
채피,2015.3.12,action,America,4620348654.0,7.77,536,12.5,103199,573657
섀도우 헌터스: 뼈의 도시,2013.9.12,fantasy,America,4034176500.0,7.32,374,10.0,76987,571074
루퍼,2012.10.11,SF,America,4252182000.0,8.01,386,11.8,91582,570010
화이트 하우스 다운,2013.6.27,action,America,4015707500.0,7.42,480,14.7,127796,569500
이스케이프 룸,2019.3.14,action,America,5007420664.0,7.62,850,13.9,139549,563114
파파,2012.2.1,family,SouthKorea,3866065500.0,8.12,414,11.8,79110,562156
스텝 업: 올 인,2014.9.3,dramas,America,4313097134.0,7.99,325,6.7,63569,560620
레지던트 이블 5 : 최후의 심판,2012.9.13,action,America,4757460500.0,5.85,368,10.2,118621,558433
인시디어스4: 라스트 키,2018.1.31,horror,America,4301309864.0,6.82,769,11.1,151114,554521
아이스 에이지: 지구 대충돌,2016.7.20,animation,America,4092484600.0,8.2,580,11.3,36493,553760
그린치,2018.12.19,animation,America,4188466900.0,8.33,724,10.4,36456,552962
메카닉: 리크루트,2016.8.31,action,America,4458200800.0,6.62,320,5.4,141560,551897
극장판 요괴워치: 탄생의 비밀이다냥!,2015.7.22,animation,Japan,3886775100.0,8.8,509,10.4,60010,550728
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,animation,SouthKorea,4293073300.0,9.12,672,9.1,176555,550059
툼레이더,2018.3.8,action,America,4500905762.0,6.38,806,14.5,120431,540410
애프터 어스,2013.5.30,SF,America,3831856167.0,6.85,484,13.8,146221,537920
메리와 마녀의 꽃,2017.12.7,animation,Japan,4064258739.0,7.09,751,10.8,87527,535354
페르디난드,2018.1.3,animation,America,3854216500.0,8.88,698,12.0,108760,533776
사이코메트리,2013.3.7,mystery,SouthKorea,3964769129.0,6.8,429,12.7,107717,531953
버닝,2018.5.17,mystery,SouthKorea,4714345098.0,6.68,739,13.9,118147,528153
7년의 밤,2018.3.28,thriller,SouthKorea,3969337524.0,4.76,872,16.3,185432,528007
메가로돈,2018.8.15,action,America,4510731497.0,5.72,601,9.3,213073,527331
몬스터,2014.3.13,thriller,SouthKorea,4136202515.0,5.74,527,12.1,149547,526282
콰이어트 플레이스,2018.4.12,horror,America,4580889849.0,7.71,677,10.3,106966,526073
명탐정 코난: 11번째 스트라이커,2012.7.19,animation,Japan,3363777000.0,8.62,350,10.0,37270,524914
헬머니,2015.3.5,comedy,SouthKorea,4096141972.0,6.81,422,9.4,79895,519983
퍼시 잭슨과 괴물의 바다,2013.9.12,fantasy,America,3791349609.0,7.78,409,10.9,38205,519584
얼라이드,2017.1.11,thriller,America,4278041179.0,8.89,546,9.2,91236,518886
호두까기 인형과 4개의 왕국,2018.12.6,fantasy,America,4153747200.0,7.14,294,4.5,73240,518272
고스트버스터즈,2016.8.25,action,America,4116292075.0,7.38,511,7.8,74938,515522
거울나라의 앨리스,2016.9.7,adventure,America,4145733267.0,8.27,515,9.0,36804,513202
발레리안: 천 개 행성의 도시,2017.8.30,action,France,4047756408.0,7.79,629,10.7,120647,511931
가려진 시간,2016.11.16,dramas,SouthKorea,3946462400.0,8.56,884,18.5,150334,510878
극장판 포켓몬스터 너로 정했다!,2017.12.21,animation,Japan,3814315500.0,8.85,626,10.0,24799,509555
명탐정 코난: 순흑의 악몽,2016.8.3,animation,Japan,3754104500.0,8.98,447,8.5,146096,507508
남자사용설명서,2013.2.14,comedy,SouthKorea,3602049257.0,7.0,372,10.7,110897,507257
셰이프 오브 워터: 사랑의 모양,2018.2.22,adventure,America,4210511600.0,8.33,404,6.4,57634,506261
도라에몽 : 스탠 바이 미,2015.2.12,animation,Japan,3681140429.0,8.76,432,8.0,36677,503516
그레이트 월,2017.2.15,fantasy,America,4352841358.0,6.33,598,10.6,98350,501286
노예 12년,2014.2.27,dramas,America,3644201200.0,8.56,326,8.0,52923,498004
아부의 왕,2012.6.21,comedy,SouthKorea,3511102500.0,5.64,428,11.9,105120,497880
캐치미,2013.12.18,comedy,SouthKorea,3387483000.0,6.65,517,12.6,90132,492773
무서운 이야기 2,2013.6.5,mystery,SouthKorea,3375472500.0,6.62,337,8.9,174533,492465
스타 이즈 본,2018.10.9,dramas,America,4257580060.0,9.18,555,10.4,53157,490957
곰돌이 푸 다시 만나 행복해,2018.10.3,adventure,America,4076578860.0,8.97,536,9.6,100390,490307
또 하나의 약속,2014.2.6,dramas,SouthKorea,3470184400.0,9.27,192,4.4,65709,489409
카3: 새로운 도전,2017.7.13,animation,America,3599544501.0,8.48,800,15.1,40531,487916
침묵,2017.11.2,dramas,SouthKorea,3873542364.0,7.86,634,11.8,124752,487897
해어화,2016.4.13,historical_drama,SouthKorea,3763852759.0,8.06,572,12.4,109851,485083
애나벨 집으로,2019.6.26,horror,America,3993147140.0,6.22,653,10.6,117227,481766
계춘할망,2016.5.19,family,SouthKorea,3589317348.0,8.83,526,10.9,83702,480987
소녀괴담,2014.7.2,mystery,SouthKorea,3546340054.0,5.47,455,11.6,77196,480528
조선미녀삼총사,2014.1.29,comedy,SouthKorea,3471341321.0,4.04,388,9.2,140916,480361
넛잡: 땅콩 도둑들,2014.1.29,animation,SouthKorea,3280608100.0,6.7,382,8.5,88882,478392
"로봇, 소리",2016.1.27,dramas,SouthKorea,3519595560.0,8.47,609,13.0,119046,476665
트리플 엑스 리턴즈,2017.2.8,action,America,3967335095.0,6.96,590,11.5,113424,475309
변산,2018.7.4,dramas,SouthKorea,3886052473.0,7.68,763,15.5,102419,474137
위험한 상견례 2,2015.4.29,melo/romance,SouthKorea,3575384754.0,6.64,429,10.8,50754,472693
잠베지아: 신비한 나무섬의 비밀,2012.12.25,animation,SouthAfrica,3333947000.0,8.7,273,6.8,104840,472692
명탐정 코난 : 화염의 해바라기,2015.8.5,animation,Japan,3294096400.0,8.45,433,9.8,100857,470990
리얼,2017.6.28,action,SouthKorea,3357312530.0,4.25,970,19.8,208589,470105
페이스메이커,2012.1.18,dramas,SouthKorea,3443753000.0,8.83,412,11.9,66769,467697
글래스,2019.1.17,dramas,America,4277452982.0,7.41,837,11.5,136844,466475
마담 뺑덕,2014.10.2,melo/romance,SouthKorea,3685882590.0,6.64,536,13.1,162666,465749
순수의 시대,2015.3.5,historical_drama,SouthKorea,3702353828.0,6.31,546,12.1,131533,465492
락아웃: 익스트림미션,2012.6.14,SF,America,3373780000.0,6.48,374,10.0,79652,462176
라이프,2017.4.5,SF,America,3786712210.0,7.19,647,11.3,96491,459421
동네사람들,2018.11.7,action,SouthKorea,3797676112.0,5.26,731,12.9,110083,459020
노브레싱,2013.10.30,dramas,SouthKorea,2991824739.0,7.59,584,16.3,93818,451669
원더풀 고스트,2018.9.26,comedy,SouthKorea,3720931600.0,6.62,351,6.7,205695,450374
클라우드 아틀라스,2013.1.9,SF,America,3383430227.0,8.23,382,10.9,86101,449071
히든 피겨스,2017.3.23,dramas,America,3576079033.0,9.38,448,8.9,52376,448923
명탐정 코난:진홍의 연가,2017.8.2,animation,Japan,3255598200.0,8.79,582,10.5,151202,448381
빅쇼트,2016.1.21,dramas,America,3622268707.0,8.53,489,8.6,59295,446664
반드시 잡는다,2017.11.29,thriller,SouthKorea,3324033772.0,7.45,565,10.5,104600,446379
뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,animation,SouthKorea,3290582700.0,8.79,544,9.6,24468,445014
헌츠맨: 윈터스 워,2016.4.13,action,America,3544262706.0,7.61,557,10.8,134122,445009
익스펜더블 2,2012.9.6,action,America,3206144228.0,7.7,393,11.6,85198,444045
밀레니엄 : 여자를 증오한 남자들,2012.1.11,thriller,America,3504509000.0,8.09,321,9.3,42985,443889
원라인,2017.3.29,crime,SouthKorea,3310122433.0,8.15,613,11.8,93754,433825
"협녀, 칼의 기억",2015.8.13,historical_drama,SouthKorea,3360045489.0,5.35,572,12.3,182971,431310
창수,2013.11.28,dramas,SouthKorea,3146542000.0,7.12,415,9.4,100160,429141
오피스,2015.9.3,thriller,SouthKorea,3354086230.0,6.39,425,8.7,109082,428429
스머프: 비밀의 숲,2017.4.28,animation,America,3122661000.0,8.56,607,11.2,79770,427764
두 개의 달,2012.7.12,horror,SouthKorea,2944786748.0,7.0,347,9.7,74433,425972
나를 잊지 말아요,2016.1.7,melo/romance,SouthKorea,3398915000.0,6.72,559,9.4,126325,425799
다이버전트,2014.4.16,SF,America,3297709011.0,7.79,511,12.5,65493,424041
흥부: 글로 세상을 바꾼 자,2018.2.14,historical_drama,SouthKorea,3381050200.0,4.41,627,10.0,110452,416303
무뢰한,2015.5.27,melo/romance,SouthKorea,3262087431.0,7.89,482,11.7,94314,414626
늑대소년-확장판,2012.12.6,melo/romance,SouthKorea,2868302500.0,8.65,278,7.5,43688,414083
해피 데스데이 2 유,2019.2.14,horror,America,3437809200.0,7.34,657,10.3,130370,412850
킹 아서: 제왕의 검,2017.5.17,fantasy,England,3348220655.0,7.78,588,11.1,120317,412843
주온 : 끝의 시작,2014.7.16,horror,Japan,3071127231.0,6.33,394,9.7,86862,410644
극장판 공룡메카드: 타이니소어의 섬,2019.1.10,animation,SouthKorea,3140214420.0,9.14,763,10.8,89444,410131
넛잡 2,2017.10.3,animation,SouthKorea,3038945100.0,8.74,526,8.6,54011,407727
니코: 산타비행단의 모험,2012.12.25,animation,Finland,2786834000.0,8.4,306,7.1,96141,407264
좋은 친구들,2014.7.10,crime,SouthKorea,3201527031.0,7.8,371,9.6,117988,404456
아메리칸 메이드,2017.9.14,crime,America,3175539145.0,7.75,691,11.8,103301,401541
닌자터틀,2014.8.28,action,America,3321120147.0,7.71,479,10.9,105186,400329
판타스틱 4,2015.8.20,action,America,3029310600.0,4.23,451,9.3,120729,399667
몬스터 패밀리,2017.12.21,animation,German,2941183700.0,8.3,617,9.8,27499,397633
명탐정 코난 : 이차원의 저격수,2014.8.6,animation,Japan,2757396000.0,8.72,299,7.2,63785,397381
